id,main_emotion,scenario,option1,option2,option3,option4,correct_answer,difficulty,
470,Neutral,Flipping completely through television channels and finding absolutely nothing worth watching.,Neutral,Embarrassment,Happy,Sad,Neutral,Medium,
471,Neutral,"Realizing a minor, completely insignificant plot hole in an incredibly average movie.",Neutral,Happy,Fear,Relief,Neutral,Medium,
472,Neutral,Observing a total stranger across the street calmly walk their golden retriever.,Neutral,Sad,Happy,Relief,Neutral,Medium,
473,Curiosity,Trying hard to remember exactly where you have heard a very familiar background song before.,Affection,Curiosity,Embarrassment,Neutral,Curiosity,Medium,
474,Curiosity,Looking intently at a detailed map of a foreign city you will probably never visit.,Sad,Curiosity,Neutral,Affection,Curiosity,Medium,
475,Curiosity,Seeing a former high school classmate's name unexpectedly pop up in a local news article.,Angry,Relief,Affection,Curiosity,Curiosity,Medium,
476,Curiosity,"Noticing a small, weird $2 charge on your bank statement from an unrecognized vendor.",Angry,Neutral,Affection,Curiosity,Curiosity,Medium,
477,Curiosity,Wondering intensely how a street magician successfully pulled off a seemingly impossible trick.,Curiosity,Fear,Sad,Neutral,Curiosity,Medium,
478,Curiosity,"Finding an old, unlabeled photograph in your family album showing people you do not recognize.",Curiosity,Affection,Angry,Fear,Curiosity,Medium,
479,Curiosity,"Overhearing a fragmented, highly confusing piece of a stranger's dramatic phone conversation.",Relief,Sad,Fear,Curiosity,Curiosity,Medium,
480,Curiosity,"Trying to perfectly decipher an ambiguous, single-word text message sent by an old ex.",Relief,Angry,Curiosity,Neutral,Curiosity,Medium,
481,Neutral,"Feeling the profound, entirely blank apathy of severe, long-term occupational burnout.",Relief,Neutral,Sad,Affection,Neutral,Hard,
482,Neutral,Experiencing absolutely zero emotion while attending the funeral of a distant relative.,Sad,Affection,Relief,Neutral,Neutral,Hard,
483,Neutral,"The sudden, completely blank stillness that washes over you after an intense adrenaline rush fades.",Relief,Neutral,Curiosity,Embarrassment,Neutral,Hard,
484,Neutral,"Detaching completely and feeling utterly nothing during a highly stressful, chaotic emergency situation.",Relief,Neutral,Happy,Affection,Neutral,Hard,
485,Neutral,Feeling entirely indifferent and bored by a lifelong passion you used to completely obsess over.,Sad,Curiosity,Neutral,Relief,Neutral,Hard,
486,Neutral,"The robotic, numb dissociation of working a physically demanding twelve-hour factory shift.",Relief,Neutral,Sad,Fear,Neutral,Hard,
487,Neutral,"Accepting a dark, heavy existential truth about the universe with complete, quiet emotional detachment.",Sad,Neutral,Angry,Relief,Neutral,Hard,
488,Neutral,"Being completely unfazed and unaffected by a major, highly personal insult from a bitter rival.",Neutral,Curiosity,Fear,Relief,Neutral,Hard,
489,Neutral,"The surreal, confusing emptiness that sets in immediately after you reach an ultimate life goal.",Happy,Neutral,Angry,Curiosity,Neutral,Hard,
490,Neutral,"Feeling a highly clinical, objective detachment toward your own physical body and its various flaws.",Neutral,Angry,Fear,Relief,Neutral,Hard,
491,Neutral,"The blank, unblinking stare brought on by experiencing profound, multi-day sleep deprivation.",Neutral,Curiosity,Affection,Sad,Neutral,Hard,
492,Neutral,"The quiet, unremarkable nothingness of falling into a deep, completely dreamless sleep.",Affection,Neutral,Fear,Sad,Neutral,Hard,
493,Neutral,"Feeling an absolute, profound lack of desire for absolutely anything in the world today.",Affection,Neutral,Curiosity,Sad,Neutral,Hard,
494,Neutral,"Observing a terrible, violent accident with the cold, detached clinical eye of a medical professional.",Fear,Neutral,Sad,Happy,Neutral,Hard,
495,Neutral,"A profound apathy that entirely masks deep-seated, complex psychological trauma and pain.",Happy,Neutral,Fear,Curiosity,Neutral,Hard,
496,Neutral,"The calm, Zen-like acceptance of an entirely unavoidable, minor daily disaster.",Neutral,Embarrassment,Happy,Relief,Neutral,Hard,
497,Curiosity,"Impartially observing a highly complex, toxic social dynamic without taking any sides or feeling involved.",Relief,Happy,Sad,Curiosity,Curiosity,Hard,
498,Curiosity,Coldly and impartially analyzing the deep structural flaws of your own passionately held argument.,Embarrassment,Curiosity,Relief,Fear,Curiosity,Hard,
499,Curiosity,Wondering intensely what an entirely alternate version of your life would actually look like today.,Happy,Curiosity,Angry,Sad,Curiosity,Hard,
500,Curiosity,"Deeply exploring the psychological, unconscious root of your own most embarrassing daily habit.",Curiosity,Affection,Neutral,Sad,Curiosity,Hard,
501,Affection,Your partner surprises you with your favorite coffee just because.,Affection,Fear,Sad,Neutral,Affection,Easy,
502,Affection,Holding hands with your significant other while walking in the park.,Angry,Embarrassment,Affection,Curiosity,Affection,Easy,
503,Affection,Your best friend gives you a huge warm hug after a long trip.,Relief,Sad,Affection,Angry,Affection,Easy,
504,Affection,Watching your newly adopted kitten fall asleep on your chest.,Fear,Affection,Neutral,Sad,Affection,Easy,
505,Affection,Your mom calls you just to tell you she is proud of you.,Affection,Angry,Curiosity,Embarrassment,Affection,Easy,
506,Affection,Leaving a sweet good morning text for your partner to wake up to.,Neutral,Relief,Fear,Affection,Affection,Easy,
507,Affection,Your sibling saves the last slice of your favorite pizza for you.,Sad,Affection,Angry,Fear,Affection,Easy,
508,Affection,Seeing an elderly couple holding hands on a park bench.,Affection,Embarrassment,Sad,Fear,Affection,Easy,
509,Affection,Your dad fixes your broken bicycle without you even asking.,Angry,Curiosity,Affection,Sad,Affection,Easy,
510,Affection,Your partner gently brushes a stray hair out of your face.,Affection,Fear,Relief,Angry,Affection,Easy,
511,Affection,Smiling as you look through an old photo album of childhood friends.,Neutral,Affection,Sad,Fear,Affection,Easy,
512,Affection,Your dog wags its tail furiously the moment you walk through the door.,Embarrassment,Affection,Angry,Sad,Affection,Easy,
513,Affection,A close friend remembers your exact coffee order perfectly.,Sad,Fear,Affection,Neutral,Affection,Easy,
514,Affection,Your partner wraps a warm blanket around you when you fall asleep on the couch.,Angry,Affection,Curiosity,Relief,Affection,Easy,
515,Affection,Your grandma knits you a sweater in your favorite color.,Affection,Fear,Sad,Angry,Affection,Easy,
516,Happy,Receiving a handmade birthday card filled with inside jokes from a friend.,Embarrassment,Happy,Fear,Sad,Happy,Easy,
517,Affection,Your significant other kisses your forehead before leaving for work.,Affection,Angry,Neutral,Curiosity,Affection,Easy,
518,Affection,Playing with your little niece and hearing her joyful laughter.,Sad,Relief,Affection,Angry,Affection,Easy,
519,Affection,Your coworker brings you a treat because they know you had a rough day.,Fear,Affection,Embarrassment,Sad,Affection,Easy,
520,Affection,Listening to your friend passionately talk about their favorite hobby.,Affection,Angry,Neutral,Fear,Affection,Easy,
521,Affection,Your partner cooks dinner for you after you had an exhausting day.,Curiosity,Sad,Affection,Embarrassment,Affection,Easy,
522,Affection,Looking at your pet and feeling incredibly lucky to have them.,Relief,Angry,Affection,Sad,Affection,Easy,
523,Affection,A friend texts you to text them when you get home safe.,Affection,Fear,Embarrassment,Neutral,Affection,Easy,
524,Affection,Your sibling defends you in front of someone who was being rude.,Sad,Angry,Affection,Curiosity,Affection,Easy,
525,Happy,Watching your partner play with your family dog in the backyard.,Neutral,Sad,Happy,Fear,Happy,Easy,
526,Affection,Your mom remembers the name of your new friend and asks about them.,Affection,Angry,Sad,Relief,Affection,Easy,
527,Affection,Your partner pulls you in close during a scary movie.,Curiosity,Affection,Fear,Sad,Affection,Easy,
528,Affection,A friend casually links arms with you as you walk down the street.,Embarrassment,Sad,Affection,Angry,Affection,Easy,
529,Affection,Your grandfather tells you a story about when you were a little kid.,Affection,Neutral,Fear,Sad,Affection,Easy,
530,Affection,Your partner smiles softly at you from across a crowded room.,Sad,Affection,Relief,Angry,Affection,Easy,
531,Affection,Helping your younger sibling tie their shoes before school.,Affection,Fear,Embarrassment,Sad,Affection,Easy,
532,Affection,Your friend buys you a small trinket because it reminded them of you.,Sad,Angry,Neutral,Affection,Affection,Easy,
533,Affection,Your partner leaves the warm towel ready for you after your shower.,Curiosity,Affection,Fear,Sad,Affection,Easy,
534,Affection,You playfully tease your best friend and they just laugh and hug you.,Affection,Angry,Neutral,Relief,Affection,Easy,
535,Affection,Your dad sends you a goofy selfie just to make you smile.,Sad,Affection,Embarrassment,Fear,Affection,Easy,
536,Affection,A friend automatically hands you a tissue when you start sneezing.,Affection,Angry,Curiosity,Sad,Affection,Easy,
537,Affection,Your partner gently rubs your shoulders when you sit down at your desk.,Neutral,Fear,Affection,Sad,Affection,Easy,
538,Affection,Your mom makes your favorite childhood meal when you visit home.,Angry,Affection,Relief,Sad,Affection,Easy,
539,Happy,Smiling warmly while watching your friends sing terribly at karaoke.,Happy,Angry,Neutral,Fear,Happy,Easy,
540,Affection,Your sibling sends you a meme that perfectly matches your sense of humor.,Affection,Sad,Fear,Curiosity,Affection,Easy,
541,Affection,Realizing your partner silently memorized your obscure dietary restrictions for dates.,Angry,Affection,Sad,Neutral,Affection,Medium,
542,Happy,Watching a friend succeed after you spent weeks helping them study.,Relief,Sad,Happy,Fear,Happy,Medium,
543,Affection,Your dad quietly slips you some extra cash before you leave for college.,Affection,Embarrassment,Angry,Sad,Affection,Medium,
544,Affection,A coworker stays late completely voluntarily just to help you finish your project.,Curiosity,Affection,Fear,Sad,Affection,Medium,
545,Affection,Your friend gently redirects a conversation when they see you getting uncomfortable.,Affection,Angry,Relief,Sad,Affection,Medium,
546,Affection,Feeling a sudden overwhelming wave of love for your friends sitting around a campfire.,Sad,Affection,Fear,Neutral,Affection,Medium,
547,Affection,Your partner silently holds your hand under the table during a stressful family dinner.,Affection,Angry,Curiosity,Sad,Affection,Medium,
548,Affection,Realizing your sibling kept a secret you told them years ago.,Fear,Embarrassment,Affection,Sad,Affection,Medium,
549,Happy,Your mentor speaks about you with immense pride to another industry professional.,Sad,Angry,Happy,Neutral,Happy,Medium,
550,Affection,A friend shows up at your door with groceries when you are too depressed to cook.,Affection,Fear,Embarrassment,Sad,Affection,Medium,
551,Affection,Your partner remembers a tiny passing comment you made months ago and acts on it.,Angry,Neutral,Affection,Sad,Affection,Medium,
552,Affection,Watching your normally stoic father gently rock a baby to sleep.,Affection,Sad,Fear,Curiosity,Affection,Medium,
553,Affection,Your friend defends your reputation in a room where you are not present.,Relief,Angry,Affection,Sad,Affection,Medium,
554,Affection,Realizing someone took extra care not to wake you up when they entered the room.,Affection,Fear,Embarrassment,Sad,Affection,Medium,
555,Affection,Your partner gently washes your hair when you are too injured to do it yourself.,Sad,Affection,Neutral,Angry,Affection,Medium,
556,Affection,A friend completely drops their plans to listen to you cry over a breakup.,Affection,Curiosity,Angry,Sad,Affection,Medium,
557,Happy,Your parents secretly read up on your niche hobby so they can talk to you about it.,Fear,Happy,Sad,Angry,Happy,Medium,
558,Affection,Your sibling texts you to say they finally understand a lesson you taught them.,Affection,Neutral,Fear,Sad,Affection,Medium,
559,Affection,Realizing your partner naturally matches your walking pace even when you stroll slowly.,Embarrassment,Affection,Angry,Sad,Affection,Medium,
560,Affection,A friend saves a seat for you at a crowded intimidating networking event.,Affection,Sad,Fear,Relief,Affection,Medium,
561,Affection,Your dad frames a terrible drawing you made for him twenty years ago.,Angry,Affection,Sad,Neutral,Affection,Medium,
562,Affection,Watching your partner quietly clean up the kitchen so you can sleep in.,Affection,Embarrassment,Fear,Sad,Affection,Medium,
563,Affection,A coworker brings you coffee exactly the complicated way you like it.,Affection,Sad,Angry,Curiosity,Affection,Medium,
564,Affection,Your friend seamlessly covers for your mistake before the boss can notice.,Fear,Affection,Sad,Neutral,Affection,Medium,
565,Affection,Your partner learns a few words in your native language just to surprise you.,Affection,Angry,Embarrassment,Sad,Affection,Medium,
566,Affection,A friend thoughtfully leaves you out of a loud event because they know you hate noise.,Curiosity,Affection,Sad,Fear,Affection,Medium,
567,Happy,Your sibling calls you for advice on a major life decision.,Sad,Fear,Happy,Angry,Happy,Medium,
568,Affection,Realizing your partner always gives you the better half of whatever you share.,Affection,Neutral,Sad,Angry,Affection,Medium,
569,Affection,Your mom keeps your old room exactly the same for when you visit.,Relief,Affection,Fear,Sad,Affection,Medium,
570,Affection,A friend naturally anticipates your anxiety trigger and helps you avoid it.,Affection,Sad,Angry,Embarrassment,Affection,Medium,
571,Affection,Your dad awkwardly tries to use modern slang just to connect with you.,Fear,Neutral,Affection,Sad,Affection,Medium,
572,Happy,Watching your partner patiently explain something complex to a struggling child.,Happy,Angry,Sad,Relief,Happy,Medium,
573,Affection,Your friend sends you a song and says the lyrics perfectly describe you.,Affection,Embarrassment,Sad,Fear,Affection,Medium,
574,Affection,Your partner gently pulls you away from the edge of the sidewalk as a car speeds by.,Curiosity,Affection,Angry,Sad,Affection,Medium,
575,Affection,A colleague quietly fixes your typo on a presentation without mentioning it to anyone.,Affection,Fear,Neutral,Sad,Affection,Medium,
576,Happy,Realizing your sibling genuinely looks up to you as a role model.,Angry,Happy,Sad,Fear,Happy,Medium,
577,Affection,Your partner starts liking your obscure hobbies just because they like spending time with you.,Affection,Sad,Fear,Relief,Affection,Medium,
578,Affection,A friend quietly checks in on you a week after everyone else forgot your bad news.,Embarrassment,Affection,Angry,Sad,Affection,Medium,
579,Affection,Your mom texts you a random old photo of you two that she found.,Affection,Fear,Sad,Neutral,Affection,Medium,
580,Affection,Your partner always plugs your phone in when you fall asleep without doing it.,Curiosity,Angry,Affection,Sad,Affection,Medium,
581,Happy,Feeling a quiet swelling pride as you watch your mentee outgrow your teachings.,Sad,Happy,Fear,Angry,Happy,Hard,
582,Affection,The bittersweet tenderness of gently packing away the belongings of a child moving out.,Affection,Fear,Embarrassment,Neutral,Affection,Hard,
583,Affection,Quietly admiring a partner's annoying quirk because it makes them uniquely who they are.,Angry,Affection,Sad,Curiosity,Affection,Hard,
584,Affection,Holding space for a friend's intense anger without taking it personally or retreating.,Affection,Sad,Fear,Relief,Affection,Hard,
585,Affection,The profound unspoken bond of sitting in complete silence with someone after a tragedy.,Embarrassment,Affection,Angry,Fear,Affection,Hard,
586,Affection,Gently delivering a harsh truth to a friend to stop them from making a huge mistake.,Affection,Sad,Fear,Neutral,Affection,Hard,
587,Affection,Feeling an unexpected wave of fondness for a frustrating parent because of their vulnerable aging.,Curiosity,Affection,Angry,Relief,Affection,Hard,
588,Affection,Letting someone you love walk away because you know it is genuinely best for them.,Affection,Neutral,Fear,Embrassment,Affection,Hard,
589,Affection,The quiet devotion of doing a repetitive thankless chore every day solely for your family.,Sad,Affection,Angry,Fear,Affection,Hard,
590,Affection,Watching someone you deeply love fall in love with someone else and wishing them well.,Affection,Fear,Angry,Relief,Affection,Hard,
591,Affection,Feeling protective warmth toward an arrogant colleague when you finally learn their painful backstory.,Affection,Sad,Fear,Neutral,Affection,Hard,
592,Affection,The fierce terrifying depth of care you feel when your newborn child finally falls asleep.,Embarrassment,Affection,Angry,Sad,Affection,Hard,
593,Affection,Forgiving a deeply flawed friend not because they deserve it but because you cherish them.,Affection,Fear,Sad,Curiosity,Affection,Hard,
594,Affection,The tender amusement of watching your highly capable partner struggle with a simple puzzle.,Sad,Affection,Angry,Fear,Affection,Hard,
595,Affection,Continuing a useless family tradition solely because you know it comforts your aging grandparent.,Affection,Embarrassment,Angry,Sad,Affection,Hard,
596,Affection,Feeling a strange distant fondness for a past version of yourself that was incredibly foolish.,Sad,Affection,Fear,Neutral,Affection,Hard,
597,Affection,The complex care of firmly setting a boundary to save a relationship from turning toxic.,Affection,Fear,Sad,Relief,Affection,Hard,
598,Affection,Secretly fixing a mistake for a rival because you fundamentally respect their overall hard work.,Angry,Affection,Embarrassment,Sad,Affection,Hard,
599,Affection,The profound tenderness of a loved one remembering a trauma trigger you thought you hid.,Affection,Fear,Sad,Neutral,Affection,Hard,
600,Affection,Silently taking the blame for a minor failure to protect a vulnerable junior coworker's confidence.,Curiosity,Affection,Angry,Sad,Affection,Hard,
601,Curiosity,"Seeing a locked, heavy wooden door in an otherwise completely open building.",Curiosity,Neutral,Happy,Fear,Curiosity,Easy,
602,Curiosity,Getting a cryptic text from a friend saying 'You won't believe what just happened.',Sad,Fear,Embarrassment,Curiosity,Curiosity,Easy,
603,Curiosity,"Finding an old, completely unlabeled VHS tape hidden deep in your parents' attic.",Curiosity,Happy,Relief,Fear,Curiosity,Easy,
604,Curiosity,Hearing two coworkers whispering your name and abruptly stopping when you enter the room.,Curiosity,Relief,Neutral,Angry,Curiosity,Easy,
605,Curiosity,Seeing a massive crowd gathered silently around a street performer.,Sad,Neutral,Curiosity,Embarrassment,Curiosity,Easy,
606,Curiosity,"Finding a strange, vintage brass key randomly sitting on the sidewalk.",Embarrassment,Angry,Curiosity,Fear,Curiosity,Easy,
607,Curiosity,"Receiving a small, heavy package in the mail with absolutely no return address.",Neutral,Happy,Curiosity,Embarrassment,Curiosity,Easy,
608,Curiosity,"Noticing a completely new, unnamed restaurant opening up in your quiet neighborhood.",Affection,Sad,Embarrassment,Curiosity,Curiosity,Easy,
609,Curiosity,Spotting a thick folder prominently labeled 'Top Secret' on your boss's desk.,Sad,Curiosity,Happy,Affection,Curiosity,Easy,
610,Curiosity,Watching a dog dig intensely and obsessively at a specific spot in the yard.,Affection,Angry,Fear,Curiosity,Curiosity,Easy,
611,Curiosity,Finding an old photo of your grandmother standing happily next to a famous actor.,Sad,Relief,Angry,Curiosity,Curiosity,Easy,
612,Curiosity,"Smelling a delicious, completely unfamiliar scent drifting from your neighbor's open window.",Curiosity,Angry,Embarrassment,Fear,Curiosity,Easy,
613,Curiosity,"Reading a cryptic, highly emotional post from a usually quiet friend on social media.",Curiosity,Embarrassment,Angry,Happy,Curiosity,Easy,
614,Curiosity,"Spotting a tiny, perfectly crafted hidden door at the base of a tree in the park.",Affection,Happy,Curiosity,Relief,Curiosity,Easy,
615,Curiosity,Getting an urgent calendar invite for a 'Mandatory Team Update' with no agenda attached.,Neutral,Embarrassment,Sad,Curiosity,Curiosity,Easy,
616,Curiosity,Noticing a heavily redacted legal document left by mistake on the office printer.,Relief,Affection,Embarrassment,Curiosity,Curiosity,Easy,
617,Curiosity,"Finding a hidden, locked compartment inside a secondhand desk you just bought.",Happy,Fear,Curiosity,Sad,Curiosity,Easy,
618,Curiosity,"Hearing a strange, beautifully melodic bird call that you have never heard before.",Neutral,Fear,Relief,Curiosity,Curiosity,Easy,
619,Curiosity,"Watching a classmate sketch an intricate, bizarre map instead of taking notes during a lecture.",Curiosity,Affection,Angry,Embarrassment,Curiosity,Easy,
620,Curiosity,Seeing your partner smile warmly at their phone and quickly turn the screen off.,Curiosity,Affection,Sad,Fear,Curiosity,Easy,
621,Curiosity,"Discovering an abandoned, fully furnished house while hiking deep in the woods.",Sad,Relief,Curiosity,Neutral,Curiosity,Easy,
622,Curiosity,Finding a 100-year-old silver coin mixed into your change from the grocery store.,Curiosity,Sad,Neutral,Happy,Curiosity,Easy,
623,Curiosity,"Hearing a sudden, loud alarm coming from a warehouse that is supposed to be entirely empty.",Embarrassment,Relief,Affection,Curiosity,Curiosity,Easy,
624,Curiosity,Getting a formal email from a prestigious university you never actually applied to.,Affection,Curiosity,Relief,Fear,Curiosity,Easy,
625,Curiosity,Seeing a famous celebrity wearing a t-shirt with your obscure hometown's logo on it.,Fear,Curiosity,Relief,Sad,Curiosity,Easy,
626,Curiosity,Finding a leather-bound diary with a sturdy brass lock at a local thrift store.,Embarrassment,Curiosity,Fear,Happy,Curiosity,Easy,
627,Curiosity,"Spotting a strange, brightly glowing blue light hovering silently in the night sky.",Fear,Embarrassment,Curiosity,Sad,Curiosity,Easy,
628,Curiosity,"Hearing your favorite podcaster mention they have a massive, life-changing announcement next week.",Curiosity,Embarrassment,Fear,Neutral,Curiosity,Easy,
629,Curiosity,Finding a generic USB drive labeled 'Do Not Open' sitting on a library computer.,Curiosity,Embarrassment,Relief,Happy,Curiosity,Easy,
630,Curiosity,Watching a group of unrelated strangers all suddenly look up at the exact same moment.,Angry,Curiosity,Relief,Neutral,Curiosity,Easy,
631,Curiosity,"Catching a fleeting glimpse of a bizarre, beautiful painting through a closing window.",Fear,Angry,Affection,Curiosity,Curiosity,Easy,
632,Curiosity,Reading an engaging book and discovering the very last chapter has been completely torn out.,Curiosity,Embarrassment,Affection,Fear,Curiosity,Easy,
633,Happy,Opening a beautifully wrapped birthday gift from your best friend to see what is inside.,Curiosity,Happy,Embarrassment,Relief,Happy,Easy,
634,Happy,"Finally turning the key to see the inside of the new, luxurious apartment you just rented.",Happy,Fear,Relief,Neutral,Happy,Easy,
635,Curiosity,Checking your phone to see the final score of a game your team was already winning.,Angry,Relief,Curiosity,Neutral,Curiosity,Easy,
636,Happy,"Eagerly unlocking a secret bonus level in your favorite, highly anticipated video game.",Affection,Happy,Relief,Angry,Happy,Easy,
637,Neutral,Watching a single drop of rain trace a completely random path down a windowpane.,Sad,Embarrassment,Fear,Neutral,Neutral,Easy,
638,Neutral,Mildly wondering why a completely plain brown cardboard box was left by the curb.,Relief,Fear,Neutral,Embarrassment,Neutral,Easy,
639,Neutral,Casually glancing at a stranger's grocery cart to see what they are buying for dinner.,Affection,Sad,Curiosity,Neutral,Neutral,Easy,
640,Curiosity,Examining a slightly unusually shaped gray pebble you found while walking on the beach.,Sad,Relief,Angry,Curiosity,Curiosity,Easy,
641,Curiosity,Realizing an old high school acquaintance has completely faked their lavish life on Instagram.,Fear,Curiosity,Angry,Embarrassment,Curiosity,Medium,
642,Curiosity,Finding an entirely unexplained $500 cash deposit in your checking account.,Neutral,Curiosity,Embarrassment,Relief,Curiosity,Medium,
643,Curiosity,Hearing your parents casually reference a mysterious sibling you never knew existed.,Neutral,Curiosity,Relief,Embarrassment,Curiosity,Medium,
644,Curiosity,"Finding an old love letter tucked inside a used textbook, signed only with an initial.",Embarrassment,Neutral,Fear,Curiosity,Curiosity,Medium,
645,Curiosity,"Discovering a completely blank, hidden webpage buried within your company's main site.",Curiosity,Affection,Embarrassment,Fear,Curiosity,Medium,
646,Curiosity,Noticing a senior coworker silently leaves the office at exactly 3:14 PM every single day.,Happy,Relief,Affection,Curiosity,Curiosity,Medium,
647,Curiosity,Trying to figure out exactly how a complex internet scam operation actually makes money.,Sad,Curiosity,Embarrassment,Fear,Curiosity,Medium,
648,Curiosity,"Finding out a famously quiet, boring coworker used to be a local punk rock star.",Angry,Curiosity,Relief,Happy,Curiosity,Medium,
649,Curiosity,Realizing a background extra in a huge Hollywood blockbuster looks exactly like you.,Relief,Sad,Curiosity,Fear,Curiosity,Medium,
650,Curiosity,Spotting a completely out-of-place historical anomaly in an otherwise accurate old documentary.,Neutral,Curiosity,Relief,Angry,Curiosity,Medium,
651,Curiosity,Listening to someone fluently speak a language you cannot even begin to identify.,Curiosity,Embarrassment,Angry,Sad,Curiosity,Medium,
652,Curiosity,"Finding an intricate, hand-drawn map tucked inside a library copy of a fantasy novel.",Curiosity,Fear,Sad,Happy,Curiosity,Medium,
653,Curiosity,"Wondering why a highly qualified, enthusiastic candidate suddenly withdrew from a job interview.",Angry,Affection,Curiosity,Embarrassment,Curiosity,Medium,
654,Curiosity,Noticing that a specific street lamp mysteriously flickers only when you walk past it.,Curiosity,Angry,Relief,Fear,Curiosity,Medium,
655,Curiosity,"Seeing a perfectly preserved, abandoned shopping mall from the 1990s on a road trip.",Angry,Happy,Sad,Curiosity,Curiosity,Medium,
656,Curiosity,"Reading a completely incomprehensible, code-filled error message on your bank's ATM screen.",Fear,Embarrassment,Neutral,Curiosity,Curiosity,Medium,
657,Curiosity,"Wondering what your notoriously strict, humorless professor is actually like in their personal life.",Embarrassment,Neutral,Sad,Curiosity,Curiosity,Medium,
658,Curiosity,Hearing a credible rumor that your company is developing a radical new product in absolute secret.,Embarrassment,Curiosity,Affection,Angry,Curiosity,Medium,
659,Curiosity,"Finding a strange, unlisted tracking app installed deeply within your phone's privacy settings.",Angry,Neutral,Affection,Curiosity,Curiosity,Medium,
660,Curiosity,Realizing your new date entirely refuses to talk about the entire decade of their twenties.,Sad,Curiosity,Neutral,Relief,Curiosity,Medium,
661,Curiosity,"Noticing a series of cryptic, coded messages written sharply on the subway walls.",Affection,Curiosity,Angry,Fear,Curiosity,Medium,
662,Curiosity,Wondering exactly how an influencer affords a luxury lifestyle with almost no visible followers.,Embarrassment,Happy,Curiosity,Angry,Curiosity,Medium,
663,Curiosity,"Finding an old, heavily padlocked iron chest in the basement of the house you just bought.",Sad,Curiosity,Angry,Relief,Curiosity,Medium,
664,Curiosity,Observing a stranger intensely taking notes while watching a completely mundane sunset.,Curiosity,Angry,Fear,Relief,Curiosity,Medium,
665,Curiosity,"Spotting an incredibly rare, multi-million dollar sports car parked at a rundown, cheap motel.",Angry,Curiosity,Relief,Fear,Curiosity,Medium,
666,Curiosity,"Realizing a childhood friend remembers a major, traumatic shared event completely differently than you do.",Curiosity,Embarrassment,Relief,Neutral,Curiosity,Medium,
667,Curiosity,"Wondering why a famous, critically acclaimed author abruptly stopped writing at the peak of their career.",Curiosity,Fear,Relief,Sad,Curiosity,Medium,
668,Curiosity,"Discovering a bizarre, hidden audio track at the very end of a vintage vinyl record.",Curiosity,Affection,Happy,Embarrassment,Curiosity,Medium,
669,Curiosity,"Overhearing a pilot say something highly unusual over the intercom before an immediate, sharp cutoff.",Fear,Sad,Curiosity,Embarrassment,Curiosity,Medium,
670,Curiosity,Noticing that your new next-door neighbor has absolutely no furniture being moved into their house.,Sad,Angry,Happy,Curiosity,Curiosity,Medium,
671,Curiosity,"Figuring out exactly why a specific, obscure financial stock suddenly skyrocketed for no apparent reason.",Angry,Sad,Curiosity,Fear,Curiosity,Medium,
672,Curiosity,Watching a highly skilled street magician perform a close-up trick that completely defies all logic.,Relief,Neutral,Curiosity,Sad,Curiosity,Medium,
673,Curiosity,Eagerly refreshing the admissions webpage to see if you finally got accepted into your dream program.,Curiosity,Affection,Embarrassment,Sad,Curiosity,Medium,
674,Happy,"Exploring a vibrant, beautifully historical new city on the very first day of your long vacation.",Happy,Angry,Relief,Affection,Happy,Medium,
675,Curiosity,"Trying a highly recommended, exotic new dessert for the very first time at a famous restaurant.",Angry,Neutral,Affection,Curiosity,Curiosity,Medium,
676,Curiosity,Checking the live tracking number of an important package you have been excited about for weeks.,Angry,Relief,Affection,Curiosity,Curiosity,Medium,
677,Neutral,Wondering mildly how the complex logistics of daily city waste management actually operate.,Neutral,Fear,Embarrassment,Sad,Neutral,Medium,
678,Neutral,Objectively analyzing the subtle differences in narrative pacing between two entirely average movies.,Curiosity,Affection,Angry,Neutral,Neutral,Medium,
679,Curiosity,Contemplating why ancient humans decided to domesticate certain species of animals but completely ignored others.,Fear,Happy,Affection,Curiosity,Curiosity,Medium,
680,Neutral,"Tracing the exact global supply chain route of an ordinary, disposable plastic water bottle.",Sad,Embarrassment,Neutral,Relief,Neutral,Medium,
681,Curiosity,Delving deeply into your own subconscious motivations to finally understand a lifelong self-destructive habit.,Embarrassment,Curiosity,Sad,Relief,Curiosity,Hard,
682,Curiosity,"Exploring the profound, terrifying implications of advanced artificial intelligence suddenly achieving true, independent sentience.",Embarrassment,Affection,Curiosity,Neutral,Curiosity,Hard,
683,Curiosity,Wondering exactly how the subjective passage of time truly feels to a species that lives for centuries.,Neutral,Embarrassment,Curiosity,Fear,Curiosity,Hard,
684,Curiosity,"Analyzing the complex, hidden psychological reasons why completely reasonable people join dangerous, extreme cults.",Affection,Curiosity,Angry,Relief,Curiosity,Hard,
685,Curiosity,"Obsessively trying to pinpoint the exact moment a deeply loving, long-term relationship irrevocably turned cold.",Fear,Relief,Embarrassment,Curiosity,Curiosity,Hard,
686,Curiosity,Investigating the philosophical paradox of knowing you are constantly changing but feeling exactly the same inside.,Sad,Curiosity,Neutral,Fear,Curiosity,Hard,
687,Curiosity,"Wondering what a completely unique color, existing entirely outside the human visual spectrum, would actually look like.",Sad,Affection,Relief,Curiosity,Curiosity,Hard,
688,Curiosity,"Probing the intricate, unwritten social rules that implicitly dictate the behavior of a highly insular community.",Relief,Neutral,Curiosity,Embarrassment,Curiosity,Hard,
